Protein IDs	Leading	Core mucus proteome (yes if included)	Annotation (IC=intracellular, S=secreted, S+ER=secreted with ER retention motif, TM=transmembrane, L=lipidated and P=plasma)	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCA_1	Intensity UCA_2	Intensity UCA_3	Intensity UCA_4	Intensity UCA_5	Intensity UCA_6	Intensity UCA_7	Intensity UCA_8	Intensity UCA_9	Intensity UCA_10	Intensity UCA_11	Intensity UCA_12	Intensity UCA_13	Intensity UCA_14	Intensity UCA_15	Intensity UCA_16	Intensity UCA_17	Intensity UCA_18	Intensity UCA_19	Intensity UCA_20	Intensity UCA_21	Intensity UCA_22	Intensity UCA_23	Intensity UCA_24	Intensity UCA_25	Intensity UCA_26	Intensity UCA_27	Intensity UCA_28	Intensity UCA_29	Intensity UCA_30	Intensity UCA_31	Intensity UCA_32	Intensity UCA_33	Intensity UCA_34	Intensity UCA_35	Intensity UCA_36	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity UCR_24	Intensity UCR_25	Intensity UCR_26	Intensity UCR_27	Intensity UCR_28	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47	Number of IDs in controls	Number of IDs in UCA	Number of IDs in UCR	Number of IDs in total	Sequence annotation (SIGNAL or NC (non-classical))	Sequence annotation (ER retention)
P82979	P82979		IC	5	5	5	SAP domain-containing ribonucleoprotein	SARNP	290260.7304	5789641.623	6791348.859	365188.7339	2498286.992	1999262.11322188	4271275.84940526	1717206.99721173	6433081.48278388	3492485.49954705	2329397.28042229	1002106.91177922	6963574.68276999	2912653.52183394	1479444.8177589		1089351.34370348	669210.943294258	1041271.05848196	2110273.01913675	956968.979322847		1733981.24937244	1928789.80448601	1118301.32465921	1605167.18696158	4427482.37441654		3514107.31143891	893109.2871	8160882.7910375	6088158.26567903	2944257.87631708	17353018.5093657	2709338.15999832	955787.94712388	4041569.47068303	3803644.485	2036914.856	5565190.021	2269129.524	3490106.094	2312521.815	2663703.11	1318485.06	4700034.743	3062797.481	6066563.587	746727.8202	5953798.314	442426.324	1211073.386	4000571.109	4082317.872	5639239.499	2502971.46618379	15106142.37	6671495.753	11627056.78	9321723.92	3032639.306	4566337.65	2368814.709	2883965.199	5279803.98043282	1874569.64684389	774776.625505482	9483945.12269812		1143654.14523437	634267.175453891	1404873.74007616	1680889.80438713	2770230.14094198	3244273.21577614	3307292.5475255	1764598.39648494	572754.967880405	1883227.76027021	4444066.59923429	4603146.475958	7099200.64069053	1296815.96988729	1027769.42026139	4422105.17171289	7448206.02131984	739726.604244102	4477575.57248723	2135318.31005346	8163259.23145256	3178102.20320796	5197038.75768342	2832819.89992909	799521.550611847	16476369.682628	828637.677417246	5596063.03776364	5787314.6977967		5633614.91067677	3877477.66640932	2434110.54348428	2931952.43693997	17625599.5602746	6723158.14634386	6168898.19219038	3042677.26768547	4498380.44333193	5679876.39990002	1932261.21752543	8687926.41268547	45	33	28	106		
Q9Y3A5	Q9Y3A5		IC	3	3	3	Ribosome maturation protein SBDS	SBDS	15313962.05					551752.613239984	1793178.26471254	868749.477909925	648180.43651735	1082421.84185946	1152926.17207503	2724808.64171626	622047.541182783	360180.169884137	2441690.12749839	4486384.35661709	2715630.48341444	5584716.58565202	3574365.86443811	1031699.21538053		379411.00951485		349388.831109224	1652086.85818487	1420832.95532269	829117.550260381					173115.580262718	1237978.52707245		326575.897424849					501183.3931		727469.2441	1778932.554	651768.0039	2065640.648			247186.6986		501897.2635	1692291.125	3575041.143							451854.6871			590522.3595	492339.6943	233974.9586	524525.679353983		1073452.35305246		1092944.20350891		825830.166658634	193136.95849193	414698.788601135		494004.721529075	841479.123763648	858187.242292922	4864159.7070369	1118348.25957881		1838208.26359669	381158.696351187	849687.498316543	2170476.60893943	398534.206111544			1117029.37528534			245544.931376198			327240.929691146				489195.353350357					890051.125286206								511429.268160085	22	24	13	59		
O15127	O15127		TM	2	2	2	Secretory carrier-associated membrane protein 2	SCAMP2	2469110.514	976521.035	6424271.135	1596675.856	15906999.16	582286.63026493	5580226.53670863	1010793.18816673	4394084.22169014	4176062.819449	920488.370968833	3318839.34505588	8313363.47401925	755859.358216953	697137.574377305		1084665.72355005	532532.467066655	1685291.86985106	2521931.41537463	1435485.97693248	1394075.63244364		5504763.56286888	3054035.60406491	1838950.03262197	4432826.34831445		3223616.68520803		3829015.97837351	5152441.01934057	1764141.19954505	8967635.95307918	3721945.26402402	1413622.63225026	1661931.00904635	2410743.891	1475633.933	4026520.257	1718255.589	3579116.017	1765098.279	2297876.95	1384430.395	4046531.389		5437775.686	9945628.114	3110770.446			5345245.892	4519378.378	6058524.272	6398126.78561493	8985107.381	16796181.9	4001731.425	4513477.581	1168811.476	1907985.14	2503401.385	1172409.791	3149236.37232019	2464668.42787012	831873.448706838	3809191.41540282	2061653.87753653	4367512.38657268	3051566.4356901	1788581.67762609	2781122.69080951	3139413.77685025	3689973.21772627	3918732.36225194	1581622.22443742	1454961.16433881	2346536.99263962	6301776.25483718	4922820.72318392	2241506.99064436	1680331.16692667	2228971.7232229	1671832.12889801	6332742.74133452	838707.099241492		1462019.35363922	1447902.11508562	5224782.57195884	1805447.33970782	4252382.35740736			2561017.29466867	2339901.23967393	5886563.52617147	2720372.52592604	3933269.10708231	9072467.67130252	4032886.69621377	2114097.20577175	5672284.99168727	11302973.409013	15579189.8202065	5684890.74456832	4773990.24317236	18244399.0120695	13227808.180329	3540344.07130268	44	32	25	101	NC	
Q8WVM8	Q8WVM8		IC	3	3	3	Sec1 family domain-containing protein 1	SCFD1	3809348.061	2000509.739				264874.51379885	1004440.77660755	1648109.37953755	1905120.0683459	3105172.38265025	1780791.13933479	3410420.66476892	1482430.58024092	859791.525187966	5833240.81092503	6136235.18942313	7392949.34130271	1988430.90336188	1565794.48314347	892829.973952446		693663.199682635		1125669.5968957	1254586.99279342	3875977.89447621	1695528.40407973		732377.986166749	191427.8631			3010839.11334149	5035727.99295999	1319737.29639217		1481607.54954085	543439.8819	1355633.228	1535701.335	1128769.871	2000744.573	1131255.78	1432930.696	2521607.947	1637680.613		1821685.535		1947905.705	2315971.284	14250975.32	520876.6371		893055.4618		651855.2872	11846775.87	612217.202	1483849.7	1401911.665	1588616.716	3423653.117	1640467.581	1168807.05245139	4079876.58957407	1634998.00539445	1246562.81229517	1443347.98566032	1639267.26981391	1367732.96517512	806873.339024611	2155831.6835775	1905444.53125946	1059391.90977364		1842046.60942415	2740660.74239724	2796210.59539177	14357807.887532	1417588.5352493	1359938.6924946	2813496.39539108	2228458.60818532	1454663.80446206	2207761.39260481	1525846.82202324		1558297.72621795			433960.946122043		1569435.70457653				1880894.95769159					2151590.90362681		4090322.31565533	5477130.00103035	1315839.86772339	6947379.65416372	12053880.2348002	8530781.93043833	1099289.79573844	34	27	24	85		
Q9Y6U3	Q9Y6U3		IC	8	8	8	Adseverin	SCIN		2790997.911	2135067.387	881497.5615			915984.891468779	702128.007442429	479538.359846282		620358.878079947	12098463.39544		3407327.76805909		5509405.30188952	3277535.95535795	949290.734035516	4345982.16592956	6084007.32811368		3984560.52855686		2450264.48751555	1765274.99276202	967605.945202403	5203885.43929827		4395109.56005902						6698402.73071435		4258904.42784361	546996.4256	3333942.294	1696815.372	1630754.291	2160485.034	3303805.767	2095551.319	4634557.205	3113343.081		3150324.405		5777758.049	9640649.088		576850.2097	1970745.552		1868066.57481089	1133782.091		2783368.699	3149518.538	5683983.565	2871532.788	7658840.477	4109259.372	1290053.48097171	1021584.64928284	4695251.40230254	740459.98149906	4829595.13525662		837954.694014724	499536.470402612	1317300.40977662	2419610.91017812	1773110.87732335	1361189.70294458	699475.633511088	3808905.29709928	2353713.6398066	907317.528161748	1136084.04387854	816672.885861995	5699095.48337542	8811040.38688057	2552152.44292442		3116756.49483536	3755618.89894459	781660.849438063	8382714.25477857	2504309.63589778	1497637.83141195	1418418.21401033	4229105.91614404	1693387.58705857	4498817.9668403	5310749.39253505	871786.620736168		1372416.8084091			5868174.22925614	402579.84007451	1434669.01856977	3189533.56704519				3057238.82575142	2298842.1985566	39	21	23	83		
O75880	O75880		IC	1	1	1	Protein SCO1 homolog, mitochondrial	SCO1		2393178.451	1508372.176			2198356.83845261	2342222.04978883	2073497.05492793	2729865.58661382	2079150.58829149	1501765.39262015	3388043.52013696			629445.861981869	596420.130818276	1065222.24464563		1626187.80164471	2411422.60925988															4912320.94041168		1641560.33979434		4099838.706	1379295.84	3111872.302	1687419.593	4545270.29	2255035.46	1110023.591	947972.0864	716176.1187	868345.8931	996126.5595	1547284.425	3850480.062						838119.4879		4276299.311	3795575.934	3204494.709	469794.4158	4619768.509	1660289.111	2250323.30185605	1070669.79759673	2773967.35922713	888029.791634204	3295500.38383062	3400213.19742457	3389418.43392722		2528678.90203371	2031712.55005545	3447744.95579685	1262032.99893384	1431456.62535923	1875062.44602014	3853481.81039685	571255.711840624		1551943.95242256	2869824.83145041	2263350.43074038	1727276.77932663		742409.608400345	889044.547723392																					2286268.32928189	6540424.16800736	3336838.53287221	24	15	21	60		
P22307	P22307		IC	12	12	12	Non-specific lipid-transfer protein	SCP2	36550120.37	77785369.32	20837784.26	6915078.979		28038018.9615351	22293314.8318824	17443212.5224844	22889235.0098777	23263380.0577762	12555017.8591223	21130115.8536072	13205990.1244202	6951810.83466989	8822559.06828489	12615998.0035523	8794392.50294252	3064806.36371035	14171680.9758573	9876135.34078591	1062359.74741051	15247343.2280929		29170287.636752	16023913.9052063	11697643.4774074	15605930.6315756	929176.117206631	22458254.8485697	1468648.815	2216575.67973484	6114352.03682442	15084887.8079759		29491961.6375669	1516519.35255859	33812441.8499979	8964070.885	38058686.36	31161338.23	44025554.99	29694891.27	27453923.86	17238679.23	21379949.93	22027830.05	10486747.8	26711255.02	8657443.007	22752675.95	24316269.65	13048043.6	16110643.84	3257603.701	11852533.32	2549583.11335185	2431291.572		67003238.04	68083470.09	59312021.87	49977076.66	60265170.67	78100873.54	17558016.1769406	20673855.0870457	19120218.4773868	24669118.7912402	23257251.9004841	18861510.2538149	38707667.1098548	28538226.0103253	29467291.2630636	25783478.4809308	22135258.990132	12675505.4693658	16354926.0703356	15179633.6644625	24495785.3722659	4539291.55943163	29256700.9849831	15419559.9913405	17298336.5197678	20861547.0443138	29684119.5194105	11764927.9722222	20221802.3256018	14359844.2499891	28032035.0282741	3736079.81111326	4075910.62245326	5835004.60040436	5091649.91328447	12575223.9010437	6046721.41968813	20377782.4858109	15532455.3292782	12806870.7873154		6684317.33244742			13577644.8028102		4138955.16374244	6750982.2554228		1587239.75893968	2058395.71390865	2343061.3887853	65702092.0426	42	33	27	102		
P31040	P31040		IC	19	19	19	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	2412879.559	13105116.3	11376450.46	9359748.844	17121755.02	13796663.9407573	23000400.7337055	15042726.2983477	29132961.6542837	20794784.955444	4195652.8880476	90274223.7411578	11230910.4832319	8424634.76494734	5470839.84263435	27141923.1784263	50084483.1361335	12506066.148134	50522495.9309879	11514520.0456602		10863213.7412259	1336529.36749381	21316824.9537258	5516580.16626499	6350958.95386758	24160869.4172833	2246638.42486584	19742718.2744301	2076523.05	15981526.99687	8370330.02517196	9154658.50925416	2780557.0377443	18022519.9280323	7691870.35565947	25728729.0869628	6843185.307	30606767.5	19056289.91	31632922.01	25812877.69	32766543.87	14725925.44	19695898.34	23806409.13	8782968.086	32289332.58	19081539.88	12999059.08	72267140.39	9753041.977	2765952.636	36100161.24	9917210.48	17776054.5215878	31362263.72	5364309.503	23213842.23	26155994.71	8473591.095	5149228.316	21046590.86	12945886.24	4196300.08465897	14777436.3730361	33906050.3058503	25567801.1806336	74713230.4109405	20563429.5085886	19374722.2537431	28977871.1935092	35282135.5925173	8751576.25512193	35855067.7458144	20783117.8326191	44594909.9213724	9819899.93466296	40691589.4367823	21333917.9345814	19791943.6766904	21576607.5119601	79530933.3974135	47274998.7951818	18385300.494427	5534521.31162025	62039999.4395204	11008317.2016604	11053606.0501763	9191557.99752427	14832597.7912245	3533842.18215292	29332331.0221823	23358164.6552571	18473239.3014681	25732982.77238	19727383.1870854	30143590.1190995	8212088.03272478	7589410.03070584	2338672.7059254	9837285.03979606	20928598.9954144	42100936.9398482	7384031.9176098	17897214.7541973	6696190.46117568	9515517.61239414	6126966.67509786	4672374.921167	14722801.8988305	47	35	28	110		
P21912	P21912		IC	7	7	7	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	457504.6163	6397530.765	3983278.246			1012488.29524726	2043183.63714283	1452886.74327327	2204599.69430664	1894265.54885846		2320328.00472036	2380063.97428017			412206.142758528	1163528.03125059		2130606.97952028					1736807.45579612	803546.329206386	396127.321149897	378922.103479572		2403014.70314125			931519.93120311	2341783.1312361	1413011.29847967	4647171.08146013		6459940.89498199	1239534.524	3256770.872	2726348.401	5514050.033	3286143.341	1687910.785	2137556.061	1317051.465	1511867.64	2713007.581	6206865.464	3265372.849	3457663.904	5686778.884	1730274.456		2832290.276	1899620.316	2330089.11345989	3428649.598	2129383.973	9842417.151	6652308.869	2480365.173	5828782.973	7256418.509	2561831.626		2666198.20901259	1897426.87326867	3605538.81118234	2597077.55421663	1013835.01385262	1961630.45965686	3991369.94922047	2668115.17626841	440585.194156001	859866.28834727	2536692.69425856	3781075.16825297	617986.651950114	4067648.07059044	2190244.62154633	2854699.16193225	3477779.05097454	3827867.13192181	1665742.45031214	4703696.05496197	3740523.29997747	3916962.48443477	4082828.52290165		396555.561176009	1780435.2383984	2108731.41547215	4576973.87178387	2269291.20392345	2051313.7333379	2823069.24667617	2426324.80429319	727251.094188481					3675531.83162745	2054665.11319573	1190505.47303654	4355521.33802865	1815920.1615896		2266485.57374216	2416541.31094245	7739283.573967	40	22	27	89		
O75396	O75396		TM	8	8	8	Vesicle-trafficking protein SEC22b	SEC22B	15072022.72	1989097.299		1540509.736		5385412.23120265	6897127.26391345	3730178.03767063	6599735.8873211	4208689.59111365	4928922.51187495	8859065.02886963	6931141.59520641	573342.864788653	9610481.8942382	7828756.90643007	4386957.98696277	11351065.2185603	5485357.11403828			1724931.65398775	690136.842262053	4224682.86841148	4113353.901936	2978676.82685968	1622392.30416265		2047915.59506439	754978.887	3116997.11705754	5136819.43293459	3403664.9240308	9081229.12062642	3945218.44470488	4378063.52382855	2683477.03540968	2237303.109	2374176.212	7017570.628	3752465.526	2273364.944	5992826.716	1910881.068	4236102.335	4520366.577	1129735.125	4756001.437	1974899.33	3629349.59	8450378.108	842120.0488	3348717.766	1526222.195	2567028.813	2731097.25258836	4996508.261		2093283.26	2246732.879	2887657.609	3529132.412	7114026.475	6676349.772	6701444.38353596	2923764.69205329	2786597.6255954	5043848.38314356	7529926.62759635	3965761.8885926	9272992.91666811	14681107.5478948	7711405.22566526	2368502.42637974	6009374.88795371	2538072.08125925	4287884.06514188	7781746.22112553	7049356.10933508	17719131.4208188	6673301.58840067	4507195.34188198	3122557.10159033	7407157.6440772	4359745.10536647	5909908.66230756	2179337.2010121	5121942.07989898	1875327.72499269	834563.737869152	1371033.72671679	1595675.52023687	1016275.01479609	3148618.70023032		2259008.90641448	523054.686079593	4100084.61542548	951361.419170851	1381485.8011142		1083936.61726197	4339635.53392728		5090210.34130934	6760788.11755089	4788009.25390457	1500174.33100422	9094627.29050124	5063240.70064165	1774923.68472495	44	31	27	102	NC	
P60468	P60468		TM	1	1	1	Protein transport protein Sec61 subunit beta	SEC61B	8883693.195	1171138.476		1623070.119	3241675.701	554570.427216567	1102366.56221717	390112.904241012	845452.7432835	1520669.88537511	1139716.36771298		1578680.53715756	499009.268830819	699140.03017807	267697.682516614		119432.809087801	210490.255176592	444038.523906338		3928376.75319699		7868142.05252726	13383283.2712223	9522046.14703442	4344650.77899897		4796127.72324098	841547.3027	737506.484869576	2905457.27771163	12789945.2222211		1387424.10557723		398232.238335147	1798307.061	636022.5572	1456372.632	579926.4904	778412.8204	500361.1442	362094.2652		677534.5372		1813227.621	1852621.863	1172726.582	275692.0606		14929599.03	625172.729	6588961.72	577737.802412271			1019422.339	919372.0361	1486816.997	999232.3073	1487032.242	2216640.355	446415.909536349	350351.773370751		1035860.69485168		662410.439614582	578844.008269966	325226.832994328	520972.399987432	690287.717278567	407242.962256174	481103.659165619	610337.70015583	431370.232264462		864407.515233318		1475062.99618857			479274.720028933	2204179.62977917		349552.193693286	10319066.5994633	1279135.52370743				253271.174528626	2818800.12158162	1883141.65115884	506690.929984076	3623525.21742165					2763586.57620691								801763.461437343	26	28	23	77		
Q13228	Q13228		IC	13	13	13	Selenium-binding protein 1	SELENBP1	15048094.66	57430829.1	15425155.01	3124819.24	8317289.91	6558577.5146775	52449219.1262985	8219555.21636901	18390673.4256089	6721552.17258886	9920357.74214712	35588966.1497344	15701430.0381362	72439431.9137442	4834407.15117372	34441885.2034299	75816654.6008085	16391606.9970236	26882077.3206005	101438966.067867	1222949.01155396	30954926.7118493	2539241.73141394	15764254.2550496	4277259.51893655	14484618.3708255	110219461.644347		19024846.2539192	705837.4387	8716040.76725274	2081931.42465254	5948714.39857661	11793601.9656462	44464947.2222236		33320389.7687697	503448.5235	22478957.05	20145396.24	33557263.3	53343138.08	68509396.14	14794538.76	18672986.68	29312612.37	9793054.382	31566263.81	36803381.78	19012220.55	25946430.36	25249353.54	1270520.102	3079946.379	1744463.845	79301455.803665	5948885.217	72215632.51	50562208.02	50212550.77	16591592.43	12752472.72	32812610.83	17730156.35	14474324.80989	9513184.7619786	31491464.1449053	40660025.7118648	23883371.6038939	23587269.3928932	12607237.9395929	8071498.45429129	27010606.1643439	32874029.0126055	91231090.9130098	31787442.8973096	7717351.97701663	62626786.9237431	33128158.7593282	21966164.64562	32256188.9917148	25418026.9148995	22075355.0075691	39518409.8105165	25331047.1837892	9615405.11283428	10026386.5318793	61545425.9375395	11060968.7687271	69213508.9549198	43503136.8159091	37043668.8763351	11421184.4436264	52678016.2156404	4808205.62795021	18594445.439476	53574071.3913613	59566977.9325341	1095913.76000931	6382981.08081168	8009009.15304774	3446154.53196615	35086985.6000379	19922724.7655497	65701811.9097396	56348325.2597696	4934210.32038806	16426214.2189937	27755206.0222377	24971321.9330836	81953294.1996622	47	34	28	109		
Q9NVA2	Q9NVA2		IC	3	3	3	Septin-11	SEPT11	8366049.374	4781711.131	9443579.936	2918894.96		2616101.60995377	11780322.3610274	3640919.65939657	4553928.49607517	4045009.22070221	3844075.88421501	11751173.4948192	3884529.97577753	3009228.19210477	3346277.7696702	8850967.64504046	9314422.55068012	6247767.33163266	11285371.8781731	14299368.1466727	4112840.5912755		2367996.98354569	2960670.13246191	3109607.65659432	2857534.80683566	4597344.40188575	3181202.79034443	2629268.16064021	2716709.158	4206002.75240756	1350572.93138878	1433885.70798711	9359765.79173542	8162324.33273655	3656176.78568472	6085091.88966148	3197609.433	5608018.104	4781115.354	5365663.326	6032699.358	9667959.926	3457609.472	6473099.66	2926433.88	5850406.742	3887489.702	3302368.839	9209934.857	9807614.535	5473237.539		3713252.234	2197586.869	4949959.63127153	23748801.28	21239774.12	6653856.881	6317516.463	6346965.683	5721790.84	11498407.68	9906584.965	8051150.91804001	3952594.62253672	5374880.021167	5899659.28841776	10575283.5642786	5172661.25167962	5428337.0792023	4860982.59143027	5990691.26283573	6828469.23313804	9648436.12917263	4678986.81301375	2494137.67127489	6279306.07767277	6333202.26572476	6439558.54292518	8521189.55566654	9248976.16560613	8737790.90113812	10993147.6033384	3666747.63655186	19822964.0019076	7212362.33933995	7992070.28726961	1893994.38202437	5863824.86223453	6510201.67171893	7238689.64669244	5509415.53862229	253258.99041478	4574271.5617853	5590095.69965569	1697915.0426504	2710836.76361417	5445120.47847787	3824513.45751113			3755116.99466578	19081641.2757208	17615250.6093606	7242690.64089736	12089284.4602159	21507303.2497386	20593601.2324121	23963935.9035097	6443123.67874111	45	34	27	106		
